year,country,WEF_defacto_score,EF_PR_dejure_score,treatment_TRIPS,TRIPS_law_conformity,non_TRIPS_sum,EF_overall_score,EF_trade_freedom,borders_treated
2012,Peru,-1.094630094,-0.223153462,0,1,0,0.729981228,0.954756372,0
2013,Peru,-0.906609822,-0.223153462,0,1,3,0.6808355,0.954756372,0
2014,Peru,-0.906609822,-0.223153462,0,1,3,0.602202336,1.141461371,0
2015,Peru,-0.43655914,-0.223153462,0,1,3,0.631689773,1.141461371,0
2016,Peru,-0.154528732,-0.223153462,0,1,3,0.602202336,1.141461371,0
2017,Peru,-0.248538868,0.610679653,0,1,3,0.749639519,1.150796621,0
2018,Peru,-0.43655914,0.546889141,0,1,3,0.729981228,1.150796621,0
2019,Peru,-0.530569277,0.51043742,0,1,7,0.641518918,1.085449871,0
2006,Philippines,-0.812599685,-0.678799972,0,1,0,-0.488832814,0.469323375,0
2007,Philippines,-0.624579413,-0.678799972,0,1,0,-0.51832025,0.469323375,0
2008,Philippines,-0.624579413,-0.678799972,0,1,0,-0.51832025,0.375970875,0
2009,Philippines,-0.812599685,-0.678799972,0,1,1,-0.439687086,0.357300375,0
2011,Philippines,-0.906609822,-0.678799972,0,1,2,-0.498661959,0.282618376,0
2012,Philippines,-0.530569277,-0.678799972,0,1,2,-0.41019965,0.067907627,0
2013,Philippines,-0.154528732,-0.678799972,0,1,2,-0.302079049,0.067907627,0
2014,Philippines,-0.060518595,-0.678799972,0,1,2,-0.115325285,0.067907627,0
2015,Philippines,0.127501677,-0.678799972,0,1,2,0.09108677,0.058572377,0
2016,Philippines,0.221511813,-0.678799972,0,1,2,0.17954908,0.151924876,0
2017,Philippines,0.31552195,0.196041328,0,1,2,0.425277717,0.151924876,0
2018,Philippines,0.597552358,0.004669793,0,1,2,0.366302844,0.553340624,0
2019,Philippines,0.691562495,0.173259002,0,1,2,0.248353098,0.319959375,0
2006,Qatar,0.785572631,0.232493049,0,1,0,0.110745061,-0.016109623,0
2007,Qatar,1.161613176,0.232493049,0,1,0,0.159890789,0.151924876,0
2008,Qatar,1.255623312,0.232493049,0,1,0,0.09108677,-0.370849121,0
2009,Qatar,0.691562495,0.232493049,0,1,0,0.444936008,0.637357874,0
2011,Qatar,1.631663857,1.14378607,0,1,0,0.906905847,0.712039873,0
2012,Qatar,1.913694266,1.14378607,0,1,0,0.98553901,0.721375123,0
2013,Qatar,2.101714538,1.14378607,0,1,0,0.98553901,0.721375123,0
2014,Qatar,2.101714538,1.14378607,0,1,0,0.975709865,0.469323375,0
2015,Qatar,2.007704402,1.14378607,0,1,0,0.936393283,0.656028374,0
2016,Qatar,1.913694266,0.915962815,0,1,0,0.926564138,0.656028374,0
2017,Qatar,1.81968413,1.362496395,0,1,0,1.162463629,0.777386623,1
2018,Qatar,1.443643585,1.157455465,0,1,0,1.113317902,0.796057123,1
2019,Qatar,1.631663857,0.893180489,0,1,1,1.113317902,0.786721873,1
2006,Russia,-1.282650367,-0.678799972,0,1,0,-0.872169488,-1.136339617,0
2007,Russia,-1.094630094,-0.678799972,0,1,0,-0.891827779,-1.136339617,1
2008,Russia,-0.812599685,-0.678799972,0,1,0,-1.127727271,-2.854025609,1
2009,Russia,-1.000619958,-0.906623228,0,1,0,-1.029435816,-1.304374117,1
2011,Russia,-1.18864023,-0.906623228,0,1,0,-1.058923253,-0.61356562,1
2012,Russia,-1.094630094,-0.906623228,0,1,0,-1.058923253,-0.61356562,1
2013,Russia,-0.812599685,-0.906623228,0,1,5,-0.99994838,0.245277376,1
2014,Russia,-0.718589549,-0.906623228,0,1,9,-0.921315216,-0.016109623,1
2015,Russia,-0.718589549,-1.134446483,0,1,12,-0.901656925,0.021231377,1
2016,Russia,-0.43655914,-1.134446483,0,1,15,-1.049094107,-0.221485122,1
2017,Russia,-0.060518595,0.123137886,0,1,21,-0.41019965,0.039901877,1
2018,Russia,0.127501677,0.173259002,0,1,23,-0.302079049,0.431982375,1
2019,Russia,0.033491541,0.341848211,0,1,23,-0.233275031,0.282618376,1
2011,Rwanda,0.785572631,-0.450976717,0,1,0,0.140232498,0.282618376,0
2012,Rwanda,0.973592903,-0.450976717,0,1,0,0.356473699,0.301288875,0
2013,Rwanda,0.879582767,-0.678799972,0,1,0,0.277840535,0.301288875,0
2014,Rwanda,0.785572631,-0.678799972,0,1,0,0.336815408,0.273283126,0
2015,Rwanda,1.255623312,-0.678799972,0,1,0,0.346644553,0.562675874,0
2016,Rwanda,1.443643585,-0.678799972,0,1,0,0.17954908,-0.66957712,0
2017,Rwanda,1.349633448,0.888624024,0,1,0,0.621860627,-0.417525371,0
2018,Rwanda,0.879582767,1.13467314,0,1,0,0.76929781,-0.380184371,0
2019,Rwanda,0.879582767,1.244028302,0,1,0,0.965880719,-0.408190121,0
2007,Saudi.Arabia,0.127501677,0.232493049,0,1,0,-0.036692121,-0.408190121,0
2008,Saudi.Arabia,0.691562495,0.232493049,0,1,0,0.120574207,0.189265876,0
2009,Saudi.Arabia,0.785572631,-0.223153462,0,1,0,0.297498826,0.656028374,0
2011,Saudi.Arabia,1.255623312,0.004669793,0,1,0,0.48425259,0.693369373,0
2012,Saudi.Arabia,1.255623312,0.004669793,0,1,0,0.120574207,0.702704623,0
2013,Saudi.Arabia,1.161613176,-0.223153462,0,1,0,-0.066179558,0.235942126,0
2014,Saudi.Arabia,1.06760304,-0.223153462,0,1,0,0.09108677,-0.072121123,0
2015,Saudi.Arabia,1.161613176,-0.223153462,0,1,0,0.081257625,0.151924876,0
2016,Saudi.Arabia,1.06760304,-0.223153462,0,1,0,0.081257625,0.282618376,0
2017,Saudi.Arabia,0.973592903,0.779268861,0,0.5,2,0.307327971,0.319959375,0
2018,Saudi.Arabia,1.161613176,0.373743467,0,0.5,2,-0.164471012,0.319959375,0
2019,Saudi.Arabia,1.443643585,0.460316304,0,0.5,2,-0.056350412,0.114583876,0
2007,Senegal,-0.530569277,0.232493049,0,1,0,-0.311908195,-0.296167122,0
2008,Senegal,-0.248538868,0.232493049,0,1,0,-0.292249904,-0.296167122,0
2009,Senegal,-0.43655914,0.232493049,0,1,0,-0.488832814,-0.333508121,0
2011,Senegal,-0.43655914,-0.223153462,0,1,0,-0.547807687,-0.146803122,0
2012,Senegal,-0.624579413,-0.223153462,0,1,0,-0.577295123,-0.240155622,0
2013,Senegal,-0.530569277,-0.223153462,1,1,0,-0.567465978,-0.240155622,0
2014,Senegal,-0.342549004,-0.223153462,1,1,0,-0.577295123,-0.146803122,0
2015,Senegal,0.127501677,-0.223153462,1,1,0,-0.341395631,-0.072121123,0
2016,Senegal,0.503542222,-0.223153462,1,1,0,-0.311908195,-0.090791623,0
2017,Senegal,0.503542222,-0.040894858,1,1,0,-0.528149396,-0.156138372,0
2018,Senegal,0.597552358,-0.163919415,1,1,0,-0.547807687,-0.753594369,0
2019,Senegal,0.597552358,0.132250816,1,1,0,-0.488832814,-0.258826122,0
2009,Serbia,-0.906609822,-0.223153462,1,1,0,-0.459345377,0.301288875,0
2011,Serbia,-1.000619958,-0.223153462,0,1,0,-0.32173734,0.039901877,1
2012,Serbia,-0.906609822,-0.223153462,0,1,0,-0.32173734,0.291953625,1
2013,Serbia,-0.812599685,-0.223153462,0,1,0,-0.262762467,0.291953625,1
2014,Serbia,-0.812599685,-0.223153462,0,1,0,-0.184129303,0.207936376,1
2015,Serbia,-0.718589549,0.004669793,0,1,0,-0.125154431,0.319959375,1
2016,Serbia,-0.530569277,0.232493049,0,1,0,0.081257625,0.282618376,1
2017,Serbia,-0.43655914,0.246162444,0,1,0,-0.233275031,0.282618376,1
2018,Serbia,-0.154528732,0.059347375,0,1,0,0.120574207,1.178802371,1
2019,Serbia,-0.060518595,0.237049514,0,1,0,0.258182244,0.207936376,1
2012,Seychelles,0.127501677,0.232493049,0,1,0,-0.813194615,-3.862232604,0
2013,Seychelles,0.31552195,0.232493049,0,1,0,-0.626440851,-3.862232604,0
2014,Seychelles,0.033491541,0.232493049,0,1,0,-0.498661959,-3.862232604,0
2015,Seychelles,0.033491541,0.232493049,0,1,0,-0.370883068,-2.872696109,0
2017,Seychelles,-0.248538868,0.469429234,0,1,0,0.051770188,0.805392373,0
2018,Seychelles,0.31552195,0.720034815,0,1,0,0.032111897,1.113455621,0
2019,Seychelles,0.691562495,0.606123187,0,1,0,0.012453606,0.618687374,0
2012,Sierra.Leone,-0.624579413,-1.590092994,0,1,0,-1.19653129,-1.117669117,0
2013,Sierra.Leone,-0.342549004,-1.590092994,0,1,0,-1.275164453,-0.426860621,0
2014,Sierra.Leone,-0.530569277,-1.362269738,0,1,0,-1.058923253,-0.426860621,0
2015,Sierra.Leone,-0.624579413,-1.590092994,0,1,0,-0.940973507,-0.426860621,0
2016,Sierra.Leone,-0.43655914,-1.590092994,0,1,0,-0.881998634,-0.501542621,0
2017,Sierra.Leone,-0.342549004,-0.341621555,0,1,0,-0.852511197,-0.501542621,0
2018,Sierra.Leone,-0.154528732,-0.514767229,0,1,0,-0.931144361,-0.501542621,0
2006,Singapore,2.101714538,2.055079091,0,1,0,2.627006308,0.954756372,0
2007,Singapore,2.289734811,2.055079091,0,1,0,2.538543999,1.42151887,0
2008,Singapore,2.383744947,2.055079091,0,1,0,2.55820229,1.42151887,0
2009,Singapore,2.289734811,2.055079091,0,1,0,2.538543999,1.42151887,0
2011,Singapore,2.195724674,2.055079091,0,1,0,2.548373144,1.42151887,0
2012,Singapore,2.195724674,2.055079091,0,1,0,2.577860581,1.42151887,0
2013,Singapore,2.195724674,2.055079091,0,1,0,2.627006308,1.42151887,0
2014,Singapore,2.289734811,2.055079091,0,1,0,2.764614345,1.42151887,0
2015,Singapore,2.289734811,2.055079091,0,1,0,2.764614345,1.42151887,0
2016,Singapore,2.383744947,2.055079091,0,1,0,2.607348017,1.42151887,0
2017,Singapore,2.289734811,2.378588114,0,1,0,2.685981181,1.42151887,0
2018,Singapore,2.383744947,2.43782216,0,1,0,2.705639472,1.42151887,0
2019,Singapore,2.477755083,2.392257509,0,1,0,2.764614345,1.869610868,0
2006,South Korea,0.691562495,0.232493049,0,1,0,0.238523953,0.282618376,0
2007,South Korea,1.537653721,0.232493049,0,1,0,0.218865662,-0.090791623,0
2008,South Korea,1.161613176,0.232493049,0,1,0,0.209036516,-0.053450623,0
2009,South Korea,0.409532086,0.232493049,0,1,2,0.248353098,0.002560877,0
2011,South Korea,0.31552195,0.232493049,0,1,2,0.140232498,0.226606876,0
2012,South Korea,0.503542222,0.232493049,0,1,2,0.140232498,0.142589626,0
2013,South Korea,0.221511813,0.232493049,0,1,2,0.051770188,0.142589626,0
2014,South Korea,-0.060518595,0.232493049,0,1,2,0.120574207,0.123919126,0
2015,South Korea,0.409532086,0.232493049,0,1,4,0.130403352,0.170595376,0
2016,South Korea,0.597552358,0.232493049,0,1,6,0.061599334,0.207936376,0
2017,South Korea,0.597552358,1.034430907,0,1,6,0.100915916,0.235942126,0
2018,South Korea,0.785572631,1.038987372,0,1,8,0.169719934,-0.296167122,0
2019,South Korea,0.785572631,0.633461978,0,1,10,-0.292249904,0.114583876,0
2006,South.Africa,1.255623312,1.14378607,0,1,0,0.612031482,-0.912293618,0
2007,South.Africa,1.349633448,1.14378607,0,1,0,0.641518918,-0.52021312,0
2008,South.Africa,1.443643585,1.14378607,0,1,1,0.720152082,-0.781600119,0
2009,South.Africa,1.349633448,1.14378607,0,1,1,0.671006355,-0.426860621,0
2011,South.Africa,1.161613176,1.14378607,0,1,1,0.838101828,-0.370849121,0
2012,South.Africa,1.443643585,1.14378607,0,1,2,0.847930974,-0.202814622,0
2013,South.Africa,1.631663857,1.14378607,0,1,2,0.887247556,-0.202814622,0
2014,South.Africa,1.443643585,1.14378607,0,1,2,0.975709865,-0.202814622,0
2015,South.Africa,1.537653721,1.371609325,0,1,2,1.005197301,-0.202814622,0
2016,South.Africa,1.81968413,1.14378607,0,1,4,1.024855592,-0.016109623,0
2017,South.Africa,0.973592903,1.499190348,0,1,4,1.280413375,0.441317625,0
2018,South.Africa,0.597552358,1.57209379,0,1,4,1.231267648,0.525334874,0
2019,South.Africa,0.879582767,1.567537325,0,1,4,1.083830465,0.525334874,0
2006,Sri.Lanka,-0.43655914,0.232493049,0,1,0,-0.252933322,-0.314837621,0
2007,Sri.Lanka,0.033491541,0.232493049,0,1,0,-0.184129303,-0.296167122,0
2008,Sri.Lanka,-0.060518595,0.232493049,0,1,0,-0.282420758,-0.482872121,0
2009,Sri.Lanka,-0.154528732,-0.223153462,0,1,0,-0.51832025,-0.352178621,0
2011,Sri.Lanka,0.31552195,-0.223153462,0,1,0,-0.41019965,-0.240155622,0
2012,Sri.Lanka,0.033491541,-0.223153462,0,1,0,-0.292249904,0.217271626,0
2013,Sri.Lanka,0.033491541,-0.223153462,0,1,0,-0.056350412,0.133254376,0
2014,Sri.Lanka,0.127501677,-0.223153462,0,1,0,-0.125154431,-0.109462123,0
2015,Sri.Lanka,0.597552358,-0.450976717,0,1,0,-0.262762467,-0.296167122,0
2016,Sri.Lanka,0.691562495,-0.223153462,0,1,0,-0.134983576,-0.221485122,0
2017,Sri.Lanka,0.409532086,0.141363747,0,1,0,-0.380712213,-0.025444873,0
2018,Sri.Lanka,0.127501677,0.07301677,0,1,0,-0.341395631,-0.025444873,0
2019,Sri.Lanka,0.033491541,-0.008999602,0,1,0,-0.479003668,0.133254376,0
2011,Suriname,-1.470670639,-0.223153462,0,1,0,-0.80336547,-0.781600119,0
2012,Suriname,-1.18864023,-0.223153462,0,1,0,-0.852511197,-0.790935369,0
2013,Suriname,-0.812599685,-0.223153462,0,1,0,-0.91148607,-0.790935369,0
2014,Suriname,-1.000619958,-0.223153462,0,1,0,-0.695244869,-0.800270619,0
2006,Switzerland,2.289734811,2.055079091,0,1,0,1.732554068,0.674698874,0
2007,Switzerland,2.383744947,2.055079091,0,1,0,1.644091759,1.141461371,0
2008,Switzerland,2.383744947,2.055079091,0,1,0,1.791528941,1.160131871,0
2009,Switzerland,2.195724674,2.055079091,0,1,0,1.781699796,0.992097372,0
2011,Switzerland,2.195724674,2.055079091,0,1,0,2.027428433,1.42151887,1
2012,Switzerland,2.101714538,2.055079091,0,1,0,1.948795269,1.42151887,1
2013,Switzerland,2.101714538,2.055079091,0,1,0,1.938966124,1.42151887,1
2014,Switzerland,2.101714538,2.055079091,0,1,0,1.997940997,1.42151887,1
2015,Switzerland,2.289734811,2.055079091,0,1,0,1.889820396,1.42151887,1
2016,Switzerland,2.571765219,2.055079091,0,1,0,1.938966124,1.42151887,1
2017,Switzerland,2.665775356,1.913828673,0,1,0,1.988111851,1.42151887,1
2018,Switzerland,2.477755083,1.790804115,0,1,0,2.007770142,1.42151887,1
2019,Switzerland,2.383744947,1.840925231,0,1,0,2.027428433,1.178802371,1
2007,Syria,-0.43655914,-0.678799972,0,1,0,-1.275164453,-1.939171113,0
2008,Syria,0.033491541,-0.678799972,0,1,0,-1.383285054,-1.939171113,0
2009,Syria,-0.060518595,-0.678799972,0,1,0,-0.980290089,-1.939171113,0
2011,Syria,-0.248538868,-0.678799972,0,1,0,-0.980290089,-0.874952619,0
2006,Taiwan..China,1.06760304,1.14378607,0,1,0,0.828272683,0.656028374,0
2007,Taiwan..China,1.06760304,1.14378607,0,1,0,0.798785246,0.637357874,0
2008,Taiwan..China,1.06760304,1.14378607,0,1,0,0.887247556,1.113455621,0
2009,Taiwan..China,1.161613176,1.14378607,0,1,0,0.808614392,0.973426872,0
2011,Taiwan..China,1.161613176,1.14378607,0,1,0,0.936393283,1.066779372,0
2012,Taiwan..China,1.349633448,1.14378607,0,1,0,1.044513883,0.954756372,0
2013,Taiwan..China,1.349633448,1.14378607,0,1,0,1.123147047,0.954756372,0
2014,Taiwan..China,1.255623312,1.14378607,0,1,0,1.241096793,1.029438372,0
2015,Taiwan..China,1.349633448,1.14378607,0,1,0,1.359046539,1.085449871,0
2016,Taiwan..China,1.349633448,1.14378607,0,1,0,1.319729957,1.085449871,0
2017,Taiwan..China,1.349633448,1.895602812,0,1,0,1.496654576,1.066779372,0
2018,Taiwan..China,1.161613176,1.79536058,0,1,0,1.506483722,1.066779372,0
2019,Taiwan..China,1.443643585,1.845481696,0,1,0,1.57528774,1.141461371,0
2006,Tajikistan,-0.812599685,-0.678799972,0,1,0,-0.852511197,-0.370849121,0
2007,Tajikistan,-0.812599685,-0.678799972,0,1,0,-0.754219742,-0.352178621,1
2008,Tajikistan,-0.812599685,-0.678799972,0,1,0,-0.675586578,0.282618376,1
2009,Tajikistan,-0.624579413,-0.678799972,0,1,0,-0.655928287,0.730710373,1
2011,Tajikistan,-0.342549004,-0.906623228,0,1,0,-0.764048888,0.721375123,1
2012,Tajikistan,-0.248538868,-1.134446483,0,1,0,-0.773878033,0.721375123,1
2014,Tajikistan,-0.060518595,-1.134446483,0,1,0,-0.91148607,-0.146803122,1
2015,Tajikistan,0.31552195,-1.134446483,0,1,0,-0.842682052,-0.016109623,1
2016,Tajikistan,0.409532086,-1.134446483,0,1,0,-0.980290089,-0.57622462,1
2017,Tajikistan,0.409532086,0.027452119,0,1,0,-0.302079049,-0.081456373,1
2018,Tajikistan,0.409532086,0.086686165,0,1,0,-0.292249904,-0.389519621,1
2019,Tajikistan,0.503542222,0.132250816,0,1,0,-0.557636832,-0.109462123,1
2006,Tanzania,-0.624579413,-0.678799972,0,1,0,-0.272591613,-0.57622462,0
2007,Tanzania,-0.530569277,-0.678799972,0,1,0,-0.439687086,-0.109462123,0
2008,Tanzania,-0.812599685,-0.678799972,0,1,0,-0.469174523,-0.146803122,0
2009,Tanzania,-0.624579413,-0.678799972,0,1,0,-0.292249904,0.077242877,0
2011,Tanzania,-0.43655914,-0.678799972,0,1,0,-0.420028795,-0.482872121,0
2012,Tanzania,-0.624579413,-0.678799972,0,1,0,-0.420028795,-0.118797372,0
2013,Tanzania,-0.530569277,-0.678799972,0,1,0,-0.331566486,-0.118797372,0
2014,Tanzania,-0.43655914,-0.678799972,0,1,0,-0.341395631,0.189265876,0
2015,Tanzania,-0.530569277,-0.678799972,0,1,0,-0.370883068,-0.725588619,0
2016,Tanzania,-0.154528732,-0.906623228,0,1,0,-0.272591613,-0.146803122,0
2017,Tanzania,-0.060518595,-0.505654298,0,1,0,-0.262762467,0.114583876,0
2018,Tanzania,0.127501677,-0.314282764,0,1,0,-0.134983576,0.198601126,0
2019,Tanzania,0.31552195,-0.432750857,0,1,0,-0.10549614,-0.65090662,0
2006,Thailand,0.409532086,0.232493049,0,1,0,0.199207371,-0.59489512,0
2007,Thailand,0.31552195,0.232493049,0,1,0,0.218865662,-0.053450623,0
2008,Thailand,0.033491541,0.232493049,0,1,5,0.100915916,0.039901877,0
2009,Thailand,-0.43655914,0.232493049,0,1,5,0.169719934,0.077242877,0
2011,Thailand,-0.624579413,0.004669793,0,1,5,0.336815408,0.105248626,0
2012,Thailand,-0.624579413,0.004669793,0,1,5,0.356473699,0.039901877,0
2013,Thailand,-0.624579413,0.004669793,0,1,5,0.277840535,0.039901877,0
2014,Thailand,-0.624579413,0.004669793,0,1,5,0.199207371,0.021231377,0
2015,Thailand,-0.530569277,-0.223153462,0,1,5,0.110745061,0.058572377,0
2016,Thailand,-0.43655914,-0.223153462,0,1,7,0.258182244,0.263947876,0
2017,Thailand,-0.248538868,0.291727095,0,1,7,0.48425259,0.749380873,0
2018,Thailand,-0.060518595,0.168702537,0,1,7,0.5727149,0.777386623,0
2019,Thailand,-0.060518595,0.401082258,0,1,7,0.690664646,0.768051373,0
2009,Timor.Leste,-1.000619958,-1.134446483,0,1,0,-1.058923253,-0.165473622,0
2011,Timor.Leste,-1.094630094,-1.134446483,0,1,0,-1.815767456,-0.165473622,0
2012,Timor.Leste,-0.812599685,-1.134446483,0,1,0,-1.766621728,-0.165473622,0
2013,Timor.Leste,-1.000619958,-1.134446483,0,1,0,-1.727305146,-0.165473622,0
2014,Timor.Leste,-1.18864023,-1.134446483,0,1,0,-1.776450874,-0.968305118,0
2006,Trinidad.and.Tobago,-0.624579413,1.14378607,0,1,0,0.897076701,0.039901877,0
2007,Trinidad.and.Tobago,-0.624579413,1.14378607,0,1,0,0.916734992,0.394641375,0
2008,Trinidad.and.Tobago,-0.530569277,0.915962815,0,1,0,0.808614392,0.394641375,0
2009,Trinidad.and.Tobago,-0.530569277,0.688139559,0,1,0,0.661177209,0.469323375,0
2011,Trinidad.and.Tobago,-0.248538868,0.232493049,0,1,0,0.513740027,0.646693124,0
2012,Trinidad.and.Tobago,-0.342549004,0.232493049,0,1,0,0.307327971,-0.454866371,0
2013,Trinidad.and.Tobago,-0.43655914,0.232493049,0,1,0,0.100915916,-0.454866371,0
2014,Trinidad.and.Tobago,-0.530569277,0.232493049,0,1,0,0.140232498,0.357300375,0
2015,Trinidad.and.Tobago,-0.342549004,0.232493049,0,1,0,0.277840535,0.357300375,0
2016,Trinidad.and.Tobago,-0.154528732,0.232493049,0,1,0,0.159890789,0.357300375,0
2017,Trinidad.and.Tobago,-0.060518595,0.446646909,0,1,0,-0.007204685,0.357300375,0
2018,Trinidad.and.Tobago,0.221511813,0.455759839,0,1,0,-0.351224777,-0.118797372,0
2019,Trinidad.and.Tobago,-0.060518595,0.337291746,0,1,0,-0.420028795,-0.59489512,0
2006,Tunisia,0.691562495,0.232493049,0,1,0,-0.370883068,-3.376799606,0
2007,Tunisia,0.785572631,0.232493049,0,1,0,-0.095666994,-0.277496622,0
2008,Tunisia,0.597552358,0.232493049,0,1,0,-0.115325285,-0.277496622,0
2009,Tunisia,0.221511813,0.232493049,0,1,0,-0.32173734,-2.032523613,0
2011,Tunisia,0.033491541,0.232493049,0,1,0,-0.272591613,-1.985847363,0
2013,Tunisia,-0.530569277,-0.223153462,0,1,0,-0.420028795,-1.556425865,0
2014,Tunisia,-0.624579413,-0.223153462,0,1,0,-0.390541359,-1.211021617,0
2015,Tunisia,-0.248538868,-0.223153462,0,1,0,-0.351224777,-1.267033117,0
2016,Tunisia,0.127501677,-0.223153462,0,1,0,-0.361053922,-1.173680617,0
2017,Tunisia,0.127501677,0.214267188,0,1,0,-0.547807687,-1.024316618,0
2018,Tunisia,0.127501677,0.205154258,0,1,0,-0.233275031,0.684034123,0
2019,Tunisia,-0.060518595,0.196041328,0,1,0,-0.577295123,-0.314837621,0
2006,Turkey,-0.530569277,0.232493049,0,1,4,-0.420028795,0.581346374,0
2007,Turkey,-0.342549004,0.232493049,0,1,4,-0.380712213,0.581346374,0
2008,Turkey,-0.718589549,0.232493049,0,1,4,-0.134983576,1.122790871,0
2009,Turkey,-1.000619958,0.232493049,0,1,4,0.032111897,1.104120371,0
2011,Turkey,-1.000619958,0.232493049,0,1,4,0.28766968,0.992097372,1
2012,Turkey,-0.43655914,0.232493049,0,1,6,0.120574207,0.992097372,1
2013,Turkey,-0.154528732,0.232493049,0,1,6,0.159890789,0.973426872,1
2014,Turkey,-0.060518595,0.232493049,0,1,6,0.356473699,0.908080122,1
2015,Turkey,-0.060518595,0.004669793,0,1,6,0.189378225,0.917415372,1
2016,Turkey,-0.060518595,-0.223153462,0,1,6,0.081257625,0.898744872,1
2017,Turkey,-0.060518595,0.747373606,0,1,6,0.385961135,0.431982375,1
2018,Turkey,-0.060518595,0.446646909,0,1,7,0.405619426,0.357300375,1
2019,Turkey,0.127501677,0.496768025,0,0.5,12,0.326986262,0.450652875,1
2006,Uganda,-1.18864023,-0.678799972,0,1,0,0.258182244,-0.072121123,0
2007,Uganda,-1.000619958,-0.678799972,0,1,0,0.17954908,-0.55755412,0
2008,Uganda,-1.000619958,-0.678799972,0,1,0,0.248353098,-0.258826122,0
2009,Uganda,-1.18864023,-0.678799972,0,1,0,0.218865662,0.039901877,0
2011,Uganda,-0.43655914,-0.678799972,0,1,0,0.041941043,0.002560877,0
2012,Uganda,-0.43655914,-0.678799972,0,1,0,0.061599334,-0.109462123,0
2013,Uganda,-0.906609822,-0.678799972,0,1,0,-0.01703383,-0.109462123,0
2014,Uganda,-1.000619958,-0.678799972,1,1,0,-0.134983576,0.058572377,0
2015,Uganda,-0.43655914,-0.906623228,1,1,0,-0.154641867,0.170595376,0
2016,Uganda,-0.248538868,-0.906623228,1,1,0,-0.193958449,-0.184144122,0
2017,Uganda,-0.342549004,-0.255048718,1,1,0,-0.036692121,0.329294625,0
2018,Uganda,-0.342549004,-0.063677183,1,1,0,0.071428479,0.310624125,0
2019,Uganda,-0.342549004,-0.12291123,1,1,0,-0.154641867,0.058572377,0
2006,Ukraine,-1.094630094,-0.678799972,0,1,0,-0.675586578,0.226606876,0
2007,Ukraine,-1.000619958,-0.678799972,0,1,0,-0.960631798,0.226606876,0
2008,Ukraine,-1.000619958,-0.678799972,0,1,0,-1.009777525,0.693369373,0
2009,Ukraine,-1.094630094,-0.678799972,0,1,0,-1.226018726,0.861403873,0
2011,Ukraine,-1.094630094,-0.678799972,0,1,1,-1.520893091,0.973426872,1
2012,Ukraine,-1.000619958,-0.678799972,0,1,1,-1.491405654,0.898744872,1
2013,Ukraine,-1.18864023,-0.678799972,0,1,1,-1.471747363,0.898744872,1
2014,Ukraine,-1.000619958,-0.678799972,0,1,3,-1.176872999,1.066779372,1
2015,Ukraine,-0.624579413,-1.134446483,0,1,5,-1.41277249,1.029438372,1
2016,Ukraine,-0.530569277,-0.906623228,0,1,5,-1.422601636,1.029438372,1
2017,Ukraine,-0.43655914,-0.15936295,0,1,12,-1.294822744,1.038773622,1
2018,Ukraine,-0.342549004,-0.177588811,0,1,12,-0.921315216,0.590681624,1
2019,Ukraine,-0.342549004,-0.045451323,0,1,12,-0.881998634,0.021231377,1
2006,United.Arab.Emirates,0.785572631,0.232493049,0,1,0,0.09108677,0.021231377,0
2007,United.Arab.Emirates,0.973592903,-0.223153462,0,1,0,0.130403352,0.021231377,0
2008,United.Arab.Emirates,1.349633448,-0.223153462,0,1,0,0.130403352,0.525334874,0
2009,United.Arab.Emirates,1.725673993,-0.223153462,0,1,0,0.336815408,0.562675874,0
2011,United.Arab.Emirates,1.161613176,0.232493049,0,1,0,0.641518918,0.730710373,0
2012,United.Arab.Emirates,1.349633448,0.460316304,0,1,0,0.788956101,0.730710373,0
2013,United.Arab.Emirates,1.443643585,0.460316304,0,1,0,0.965880719,0.730710373,0
2014,United.Arab.Emirates,1.631663857,0.460316304,0,1,0,0.995368156,0.721375123,0
2015,United.Arab.Emirates,1.631663857,0.460316304,0,1,0,1.093659611,0.712039873,0
2016,United.Arab.Emirates,1.81968413,0.460316304,0,1,0,1.113317902,0.749380873,0
2017,United.Arab.Emirates,1.81968413,1.449069232,0,0.5,2,1.535971158,0.814727623,1
2018,United.Arab.Emirates,1.443643585,1.430843372,0,0.5,2,1.604775177,0.889409622,1
2019,United.Arab.Emirates,1.725673993,1.681448952,0,0.5,2,1.604775177,0.898744872,1
2006,United.States,2.007704402,2.055079091,0,1,15,1.958624415,0.618687374,0
2007,United.States,1.537653721,2.055079091,0,1,24,1.958624415,1.104120371,0
2008,United.States,1.725673993,2.055079091,0,1,28,1.938966124,1.122790871,0
2009,United.States,1.537653721,2.055079091,0,1,47,1.909478687,1.122790871,0
2011,United.States,1.161613176,1.827255836,0,1,62,1.624433468,1.085449871,0
2012,United.States,1.161613176,1.827255836,1,1,79,1.476996285,1.085449871,0
2013,United.States,1.349633448,1.827255836,1,1,83,1.447508849,1.085449871,0
2014,United.States,1.537653721,1.599432581,1,1,85,1.398363121,1.122790871,0
2015,United.States,1.913694266,1.599432581,1,1,91,1.46716714,1.141461371,0
2016,United.States,2.007704402,1.599432581,1,1,98,1.388533976,1.141461371,0
2017,United.States,1.913694266,1.658666627,1,1,104,1.359046539,1.150796621,0
2018,United.States,2.007704402,1.567537325,1,1,156,1.418021412,1.113455621,0
